,top words,ID,Text
51,"['tampered', 'every', 'aspect', 'winning', 'formula', 'meddling', 'core', 'gameplay', 'mechanics', 'married', 'dogshit', 'skill', 'based', 'matchmaking', 'steadily', 'choking', 'life', 'franchise', 'pander', 'players', 'drive', 'engagement', 'people', 'apt', 'buy', 'cosmetics', 'cod', 'much', 'storefront', 'today', 'game', 'good', 'thing']",2097,they've tampered with just about every aspect of what was a winning formula their meddling with core gameplay mechanics married with their dogshit skill based matchmaking has been steadily choking the life out of the franchise and all of it is to pander to players and drive engagement so people are more apt to buy cosmetics cod is just as much of a storefront today as it is a game and that is not a good thing 
52,"['yup', 'playlist', 'fortnite', 'literally', 'never', 'better', 'dude']",2120,yup its in the playlist fortnite has literally never been better my dude 
53,"['tag', 'convert', 'avoiding', 'br', 'like', 'plague', 'festival', 'happened', 'huge', 'exposure', 'rhythm', 'game', 'streamers', 'follow', 'nothing', 'festival', 'two', 'weeks', 'got', 'really', 'rocket', 'racing', 'finally', 'went', 'zero', 'build', 'two', 'victory', 'royales', 'week', 'play', 'good', 'shooters', 'kek']",2133,tag me as a convert was avoiding it and all br like the plague and then festival happened with huge exposure from the rhythm game streamers i follow did nothing but festival for two weeks then got really into rocket racing and finally went into zero build only two victory royales in about a week of play i'm not good at shooters kek 
54,"['yep', 'happy', 'waiting', 'black', 'ops', 'remastered', 'tyvm']",2146,yep i’m happy just waiting for black ops remastered tyvm
55,"['someone', 'disliked', 'cod', 'cosmetics', 'years', 'weird', 'nicki', 'minaj', 'breaking', 'point', 'see', 'everywhere', 'instead', 'shit']",2157,as someone who's disliked cod cosmetics for years it's so weird to me that nicki minaj is the breaking point i see everywhere instead of all the other shit
56,"['literal', 'comic', 'book', 'characters', 'cod', 'players', 'sleep', 'nicki', 'minaj', 'line', 'cod', 'fans']",2160,literal comic book characters and the cod players sleep but nicki minaj and that's the line for cod fans 
57,"['yeah', 'one', 'reasons', 'played', 'cod', 'multiplayer', 'since', 'pushing']",2161,yeah one of the reasons why i had not played cod multiplayer since and that was pushing it 
58,"['real', 'play', 'mediocre', 'fortnite', 'clone', 'masquerading', 'arcade', 'milsim', 'could', 'play', 'actual', 'fortnite', 'activision', 'seem', 'content', 'turning', 'cod', 'plus', 'finals', 'probably', 'stealing', 'players', 'since', 'actually', 'fun', 'innovative']",2164,for real why play mediocre fortnite clone masquerading as an arcade milsim when you could play actual fortnite because activision seem content with turning cod into that plus the finals is probably stealing players since it's actually fun and innovative 
59,"['verdansk', 'even', 'good', 'map', 'camper', 'paradise', 'muted', 'colors', 'open', 'fields', 'cover', 'buildings', 'one', 'entrance', 'exit', 'etc', 'reason', 'people', 'look', 'back', 'fondly', 'nostalgia', 'playing', 'friends', 'covid', 'lockdowns']",2169,verdansk wasn't even a good map it was a camper's paradise muted colors open fields with no cover buildings with only one entrance exit etc the only reason people look back at it fondly is because of nostalgia from playing it with friends during covid lockdowns 
60,"['community', 'even', 'know', 'wants', 'people', 'terrible', 'explaining', 'feel', 'certain', 'way', 'things', 'mindlessly', 'repeat', 'favorite', 'streamer', 'says', 'remember', 'people', 'fawning', 'urzikstan', 'verdansk', 'vibes', 'literally', 'similarity', 'rundown', 'post', 'soviet', 'setting', 'nothing', 'made', 'early', 'warzone', 'great', 'took', 'weeks', 'vibes', 'wear', 'people', 'went', 'back', 'complaining', 'verdansk', 'save', 'warzone', 'lot', 'lightning', 'bottle', 'never', 'captured']",2170,the community doesn't even know what it wants most people are terrible at explaining why they feel a certain way about things or they'll just mindlessly repeat what their favorite streamer says i remember people fawning over urzikstan because it had verdansk vibes literally the only similarity was the rundown post soviet setting which had nothing to do with what made early warzone great it only took a few weeks for the vibes to wear off and people went back to complaining verdansk can't save warzone a lot of it was just lightning in a bottle that can never be captured again 
61,"['call', 'duty', 'never', 'realistic']",2173,call of duty has never been realistic 
62,"['played', 'cod', 'since', 'first', 'ones', 'took', 'place', 'ww', 'always', 'arcade', 'shooters', 'thing', 'cs', 'played', 'since', 'mod', 'think', 'creatively', 'filling', 'gaps', 'memory', 'plenty', 'actually', 'realistic', 'game', 'back', 'well']",2174,i've played cod since the very first ones that took place in ww they were always arcade shooters same thing for cs that i've played since the mod i think you're just creatively filling in the gaps of your memory there were plenty of actually realistic game back then as well 
63,"['wrong', 'fortnight', 'played', 'large', 'part', 'popularizing', 'particular', 'format', 'cod', 'trying', 'slice', 'pie', 'depressing', 'predictable', 'though', 'cod', 'blameless', 'either', 'greed', 'large', 'part', 'issue', 'well']",2179,they're not wrong fortnight played a large part in popularizing that particular format cod trying to get a slice of the pie is depressing but predictable though cod isn't blameless either their greed is a large part of the issue as well 
64,"['seriously', 'used', 'play', 'modded', 'custom', 'skins', 'back', 'cod', 'days', 'remember', 'playing', 'teletubby', 'skin', 'scoping', 'barney', 'wild', 'people', 'ever', 'considered', 'cod', 'realistic', 'shooter', 'shit', 'like']",2181,seriously we used to play with modded custom skins back in the cod days i remember playing with a teletubby skin and no scoping barney it's wild that people here ever considered cod to be a realistic shooter or some shit like that
65,"['drop', 'nothing', 'every', 'time', 'loadouts']",2202,you drop with nothing every time no loadouts
66,"['drop', 'without', 'gun', 'find', 'guns', 'random', 'except', 'boss', 'drops', 'built', 'particular', 'load', 'said', 'customize', 'order', 'guns', 'slot', 'inventory', 'assign', 'hot', 'keys', 'want']",2203,you drop without a gun and have to find them guns are random except for boss drops and can't be built into a particular load out that being said you can customize what order the guns will slot into your inventory and assign hot keys for them if you want to 
67,"['really', 'something', 'like', 'cod', 'fn']",2204,really something like cod but in fn 
68,['lol'],2210,lol
69,"['snoop', 'dogg', 'savage', 'also', 'cod', 'lol']",2223,snoop dogg and savage are also in cod lol
70,['savage'],2224,and savage
71,"['context', 'early', 'cod', 'one', 'realistic', 'shooters', 'available', 'guns', 'modeled', 'real', 'guns', 'places', 'modeled', 'real', 'places', 'scenarios', 'modeled', 'real', 'events', 'rather', 'unique', 'insert', 'space', 'marine', 'games', 'dominant', 'time']",2234,in the context of the early s cod was one of the more realistic shooters available it had guns modeled after real guns and places modeled after real places with scenarios modeled after real events this was rather unique to the insert space marine games that were dominant at the time 
72,"['yes', 'every', 'mode', 'think', 'cod', 'exist', 'fortnite', 'even', 'first', 'person']",2247,yes every mode you can think in cod does exist in fortnite even being in first person
73,"['people', 'literally', 'build', 'wall', 'take', 'inbetween', 'shoot', 'point', 'gave', 'fuck', 'defend', 'lol', 'legal', 'wallhack']",2248,there's people out there who can literally build a wall take it down and inbetween shoot at you at that point i just gave up how the fuck can i defend against that lol it's a legal wallhack
74,"['plenty', 'talk', 'like', 'surrounding', 'fortnite', 'every', 'time', 'new', 'season', 'drops', 'waves', 'crybabies', 'ranting', 'older', 'season', 'peak', 'lol']",2251,there’s plenty of talk like that surrounding fortnite every time a new season drops there’s waves of crybabies ranting about how an older season was peak lol
75,"['play', 'character', 'first', 'person', 'cod', 'thinking', 'fortnite']",2256,you play your character in first person in cod what were they thinking now if she were in fortnite…
76,"['booty', 'stuck', 'doorways']",2258,does her booty get stuck in doorways 
77,"['nah', 'nah', 'nicki', 'boiling', 'point', 'apparently']",2259,nah nah nicki was the boiling point apparently 
78,"['nice', 'british', 'operators']",2261,it's nice to have more british operators
79,"['sounds', 'like', 'fake', 'news']",2265,sounds like fake news to me 
80,"['bright', 'pink', 'really', 'stands', 'rarely', 'ever', 'notice', 'snoop', 'dog', 'except', 'every', 'hear', 'teammate', 'say', 'poppin', 'fresh', 'mag', 'reload']",2290,she is bright pink so she really stands out i rarely ever notice snoop dog except every now and then when i hear my teammate say “i’m poppin’ a fresh mag ” when they reload 
81,"['thought', 'sold', 'ton', 'izzy', 'skins', 'also', 'remember', 'seeing', 'lot', 'people', 'use', 'starlight', 'honestly', 'bums', 'cod', 'miss', 'generic', 'soldiers', 'using', 'normal', 'guns', 'mwiii', 'looks', 'like', 'copied', 'bunch', 'shit', 'codm', 'slapped']",2304,i thought they sold a ton of the izzy skins i also remember seeing a lot of people use starlight it honestly bums me out that this is just what cod is now i miss just being generic soldiers using normal guns mwiii looks like they just copied a bunch of shit from codm and slapped it in 
82,"['yeah', 'scream', 'bs', 'dunno', 'fans', 'wanna', 'call', 'fact', 'nothing', 'homelander', 'spawn', 'jigsaw', 'among', 'jokes', 'nicki', 'know', 'cod', 'lot', 'bs', 'throw', 'flak', 'someone', 'tell']",2305,yeah this scream bs i dunno what fans wanna call it but the fact they did nothing with homelander spawn jigsaw among other jokes but nicki i know cod had a lot of bs but that's where they throw their flak at someone tell me what it is 
83,"['freaking', 'love', 'username', 'see', 'getting', 'counter', 'already', 'got', 'snoop', 'savage', 'added', 'freaking', 'soccer', 'player', 'movie', 'horror', 'characters', 'hip', 'hop', 'even', 'used', 'lot', 'cod', 'promos', 'see']",2355,i freaking love your username and i can see what you're getting at my counter is don't they already got snoop and savage again they added a freaking soccer player and movie horror characters what's that hip hop had even been used in a lot of cod promos too so i don't see it 
84,"['snoop', 'savage', 'cool', 'though', 'like', 'soccer', 'big', 'deal', 'europe', 'obviously', 'cool', 'point', 'arguing', 'nicki', 'minaj', 'cool', 'think', 'cod', 'game', 'think']",2358,snoop and savage are cool though and i don't like soccer but it's a big deal in europe so obviously it's cool over there at this point we're more arguing if nicki minaj is cool or not which i think for a cod game she isn't and you think she is 
85,"['anyone', 'remember', 'blockland', 'lol', 'remember', 'hearing', 'roblox', 'thinking', 'blockland', 'clone']",2402,anyone remember blockland lol i remember hearing about roblox and just thinking it was a blockland clone 
86,"['replace', 'word', 'devs', 'kids', 'world', 'capitalists', 'rapists', 'described', 'pedophile', 'see', 'point', 'cane', 'replace', 'words', 'whatever', 'want', 'change', 'morality', 'defined', 'specificities']",2459,replace the word devs with kids and the world capitalists with rapists and you just described a pedophile see how that isn't a point we cane replace those words with whatever you want but it doesn't change the morality defined in the specificities 
87,['fuck'],2495,but what about and what about and what about fuck you 
88,"['okay', 'baiting', 'good', 'day', 'kiddo']",2505,okay you’re just baiting now have a good day kiddo
89,"['black', 'ops', 'beta', 'broken', 'gtx', 'looks', 'like', 'roblox', 'royale']",2562,black ops beta on a broken gtx looks like roblox royale 
90,"['pre', 'order', 'order', 'play', 'beta']",2601,do i have to pre order in order to play beta 
91,"['destroyed', 'vram', 'gb', 'vram', 'usable']",2617,destroyed vram about gb of vram is usable 
92,"['nope', 'open', 'pc', 'beta', 'th']",2634,nope open pc beta until the th
93,"['texture', 'bug', 'happen', 'healthy', 'card', 'gtx', 'definitely', 'broken', 'additional', 'issues', 'invisible', 'weapons', 'players', 'ui', 'elements', 'another', 'interesting', 'artifact', 'certain', 'polygons', 'vertices', 'missing', 'gtx', 'half', 'vram', 'working', 'thought', 'low', 'lod', 'trees', 'interesting', 'atrifact', 'discovering', 'real', 'cause', 'still', 'hilarious', 'see', 'either', 'way']",2636,while the texture bug can happen with a healthy card our gtx is definitely broken additional issues such as invisible weapons players and ui elements another interesting artifact is certain polygons had vertices missing this gtx has only half its vram working i thought the low lod trees were the most interesting atrifact before discovering the real cause still hilarious to see either way 
94,"['ok', 'josef', 'stalin', 'go', 'back', 'grave', 'please']",2688,ok josef stalin go back to your grave now please 
95,['lol'],3122,lol
96,"['nephew', 'like', 'turtles']",3153,does your nephew like turtles
97,"['must', 'missed', 'something', 'many', 'kids', 'like', 'undertale', 'aside', 'awesome', 'game']",3205,i must have missed something why do so many kids like undertale now aside from it being an awesome game that is 
98,"['vine', 'voice', 'either', 'pretty', 'young', 'vine', 'thing', 'never', 'got', 'actually', 'much', 'popular', 'thought', 'like', 'turtles', 'meme', 'spread', 'way', 'vine']",3237,> vine voice you're either pretty young or this vine thing i never got into was actually much more popular than i thought the i like turtles meme spread way before vine 
99,"['sounds', 'great', 'might', 'save', 'wallet', 'sanity', 'lol']",3306,sounds great but might save my wallet and sanity for now lol
100,"['quake', 'arena']",3353,quake arena
101,"['main', 'story', 'uninspiring', 'boring', 'setting', 'immersion', 'seen', 'scenes', 'cod', 'never', 'uses', 'faction', 'languages', 'germans', 'russians', 'seen', 'speaking', 'english', 'like', 'mp', 'factions', 'seem', 'simplistic', 'boring', 'list', 'goes']",3457,the main story was uninspiring boring setting immersion as seen in some scenes cod never uses faction languages so the germans and russians are seen speaking english didn't like the mp factions seem too simplistic and boring the list goes on 
102,"['roblox_oof', 'mp', 'hbomberguy']",3462,roblox_oof mp by hbomberguy 
103,"['mean', 'cant', 'quit']",3502,what do you mean you cant quit 
104,"['wym', 'played', 'ton', 'roblox', 'buddies', 'would', 'play', 'game', 'called', 'phantom', 'forces', 'literally', 'battlefield', 'call', 'duty', 'clone', 'lmao']",3593,wym i played a ton of roblox in my s me and my buddies would play the game called phantom forces it was literally a battlefield call of duty clone lmao
105,"['must', 'play', 'matlab', 'cad', 'wolfram', 'alpha']",3596,no you must play matlab cad and wolfram alpha
106,['lol'],3638,lol
107,"['pointless', 'play', 'doom']",3751,how pointless just play doom 
108,"['neither', 'lol']",3752,neither lol 
109,"['use', 'pc']",3794,i only use pc = 
110,"['buncha', 'squares']",3797,what a buncha’ squares
111,['blockland'],3889,and after blockland was 
112,"['never', 'fapsturbate', 'front', 'webcam']",3895,and that is why i never fapsturbate in front of my webcam 
113,"['yeah', 'lol']",3930,yeah lol
114,"['work', 'pc']",3943,does it work in pc 
115,"['fortnite', 'like', 'br']",4253,fortnite i like br 
116,"['usb', 'think', 'yes', 'look', 'bluetooth', 'connection', 'pc', 'could', 'buy', 'something', 'like', 'bitdo', 'something', 'like']",4336,if it's usb i think yes if not you should look up bluetooth connection of your pc if not you could buy something like the bitdo or something like that
117,['fuck'],4360,what the fuck why 
118,['nope'],4382,nope
119,['lol'],4454,lol
120,"['gta', 'vi', 'beta', 'live', 'roblox', 'lol']",4475,gta vi in beta live on roblox lol 
121,"['go', 'downhill']",4501,this can only go downhill
122,"['literally', 'way', 'lol']",4570,literally no way lol…
123,"['roblox', 'fortnite', 'hands', 'completely', 'unironic']",4585,roblox > fortnite hands down i'm being completely unironic here 
124,"['someone', 'finally', 'said']",4592,someone finally said it 
125,['fuck'],4613,fuck 😳😳😳
126,['nope'],4619,nope 
127,"['cool', 'bfg', 'snipes', 'roblox']",4653,cool bfg snipes roblox 
128,['lol'],4660,why lol
129,['nope'],4671,nope
130,['fuck'],4676,fuck u
131,"['neither', 'good', 'luck', 'lol']",4682,me neither good luck lol
132,"['roblox', 'game', 'insanely', 'realistic']",4690,this roblox game is insanely realistic 
133,"['mean', 'unwire', 'cables']",4805,you mean to unwire all of the cables 
134,"['cod', 'fans', 'way', 'buy', 'mw', 'mean', 'mw']",4813,cod fans on their way to buy mw … i mean mw 
135,"['mw', 'features', 'everything', 'mw', 'also', 'everything', 'mw']",4814,mw which features everything from mw but also everything from mw 
136,"['like', 'campaigns']",4828,i like the campaigns 
137,"['bought', 'cod', 'since', 'ghosts', 'open', 'world', 'zombies', 'sounds', 'interesting', 'son', 'though']",4837,haven't bought a cod since ghosts open world zombies sounds interesting for me and my son to do though 
138,"['youtubers', 'mw', 'best', 'call', 'duty', 'ever']",4839,youtubers this is why mw is the best call of duty ever 
139,"['got', 'mw', 'feel', 'like', 'gonna', 'buy', 'mw', 'feel', 'like']",4842,i got mw to feel like it was again and now i’m gonna buy mw to feel like it was again 🤡
140,"['cod', 'fans', 'actually', 'want', 'cannot', 'play', 'game', 'anymore', 'used', 'play', 'back', 'day', 'cannot', 'deal', 'shitty', 'fast', 'movement', 'slide', 'cancel', 'reload', 'cancel', 'jumping', 'like', 'monkeys', 'every', 'second', 'cancel', 'fuck', 'fortnire', 'gas', 'grounded', 'movement', 'system', 'makes', 'sense', 'cod', 'shooting', 'started', 'also', 'feel', 'really', 'weird', 'cod', 'weapons', 'vibrating', 'way', 'much', 'hand', 'cover', 'half', 'screen', 'ok']",4851,this is what cod fans actually want i just cannot play that game anymore i used to play it back in the day but i just cannot deal with the shitty fast movement slide cancel reload cancel jumping like monkeys every second cancel fuck it fortnire gas a more grounded movement system that makes more sense than cod shooting started to also feel really weird in cod weapons are vibrating way too much in hand and cover half the screen not for me and that's ok 
141,['campaign'],4852,but the campaign 
142,"['modern', 'warfare', 'last', 'great', 'cod']",4854,modern warfare was the last great cod 
143,"['playing', 'mwiii', 'beta', 'nonstop', 'love', 'guns', 'feel', 'like', 'cw', 'super', 'fast', 'pew', 'pew', 'mf']",4858,i've been playing the mwiii beta nonstop and i love it the guns feel more like cw and it's super fast pew pew mf's 
144,"['worth', 'nostalgia', 'playing', 'mw', 'maps']",4866,it’s worth it for the nostalgia of playing on all the mw maps 
145,"['already', 'preordered', 'beta', 'sick', 'ps', 'pumped', 'see', 'rendition', 'zombies']",4881,already preordered beta is sick on the ps pumped to see this rendition of zombies
146,"['rebranded', 'fortnite', 'point', 'many', 'crossovers', 'fortnite', 'understand', 'cod', 'passed', 'point', 'much', 'back', 'maybe', 'check', 'campaigns', 'mw', 'mw', 'heavily', 'discounted', 'xbox', 'multiplayer', 'kind', 'done', 'mention', 'forced', 'connection', 'warzone', 'pc']",4890,it should just be rebranded as fortnite at this point with so many crossovers fortnite i understand but cod has passed the point of too much a while back maybe i’ll check out the campaigns for mw and mw when they’re heavily discounted on xbox but the multiplayer kind of done with it not to mention the forced connection to warzone for pc 
147,"['guy', 'even', 'original', 'mw', 'updated', 'mw', 'tradition']",4894,my guy even the original mw was an updated mw it's tradition
148,"['could', 'simply', 'said', 'cod', 'fans', 'otw', 'buy', 'cod', 'hot', 'trash', 'point']",4903,you could of simply just said cod fans otw to buy cod its all hot trash at this point
149,"['jesus', 'miss', 'tactical', 'shooters', 'looked', 'realistic', 'instead', 'kiddie', 'circus', 'whatever', 'fuck', 'want', 'real', 'good', 'damn', 'sequel', 'rainbow', 'six', 'vegas', 'ghost', 'recon', 'advance', 'warrior', 'none', 'clown', 'shit']",4906,jesus i miss my tactical shooters of the s that looked realistic instead of these kiddie circus whatever the fuck they are i want a real good damn sequel to rainbow six vegas and ghost recon advance warrior none of this clown shit 
150,"['fact', 'campaign', 'makes', 'hate', 'post']",4908,the fact there is a campaign and such makes me hate this post 
151,"['search', 'criteria', 'call', 'duty', 'modern', 'warfare', 'google', 'search', 'engine', 'mean', 'generic', 'copied', 'pasted', 'casual', 'first', 'person', 'shooter']",4909,search criteria *call of duty modern warfare * google search engine *did you mean* ***generic copied pasted casual first person shooter # **** *
