,top words,ID,Text
26,"['dude', 'really', 'funny', 'everytime', 'see', 'yoda', 'strung', 'streets', 'makes', 'upset']",1848,dude its really not funny everytime i see yoda strung out on the streets it makes me very upset
27,"['dude', 'gonna', 'blast']",1861,dude it’s gonna be a blast
28,"['could', 'rid', 'bots']",1909,now if they could get rid of bots
29,"['combination', 'amazingly', 'well', 'made']",2081,and that combination is amazingly well made 
30,"['downvotes', 'make', 'sense', 'true', 'constantly', 'updating', 'think', 'fortnite', 'different', 'level', 'tone', 'design', 'game', 'made', 'much', 'easier', 'go', 'wild', 'diverse', 'gta', 'online', 'certainly', 'sticking', 'serious', 'tone', 'original', 'idea', 'online', 'modding', 'community', 'allowed', 'become', 'bit', 'goofy', 'though']",2139,the downvotes don’t make sense because it is true they are constantly updating i think fortnite is on a different level but the tone and design of the game has made it much easier to go as wild and diverse as they have gta online is certainly sticking with its more serious tone and original idea of the online the modding community has allowed it to become a bit more goofy though
31,"['update', 'gta', 'cash', 'cow', 'profitable', 'would', 'abandoned', 'looong', 'time', 'ago', 'like', 'rdo']",2140,they were only update gta because it’s their cash cow if it wasn’t as profitable as it is they would’ve abandoned it a looong time ago just like they did with rdo
32,"['racing', 'game']",2152,the racing game
33,"['homelander', 'spawn']",2225,and homelander and spawn 
34,"['specific', 'characteristics', 'stand', 'potential', 'reasons']",2227,there are some specific characteristics that stand out as potential reasons 
35,"['nicki', 'minaj', 'starlight', 'boys', 'actually', 'one', 'best', 'skins', 'run', 'ingame', 'cos', 'stand', 'like', 'sore', 'thumb', 'easy', 'track', 'worst', 'ones', 'dark', 'skins', 'blend', 'shadows', 'tweak', 'multiple', 'skins', 'cos', 'people', 'keep', 'complaining']",2228,nicki minaj and starlight from the boys are actually one of the best skins to run into ingame cos they stand out like a sore thumb and are so easy to track the worst ones are the dark skins that blend into the shadows they've had to tweak multiple skins cos people keep complaining about them 
36,"['wait', 'literal', 'soccer', 'players', 'cod', 'okay', 'bs', 'listening', 'kids', 'whine', 'thank', 'telling', 'man', 'dumb']",2300,wait there are literal soccer players in cod okay that's some bs i'm not listening to kids whine about this thank you for telling me man that's dumb
37,"['believe', 'also', 'look', 'like', 'soldiers', 'actual', 'military', 'equipment', 'nikki', 'wearing', 'bright', 'pink', 'reflective', 'cat', 'suit', 'bright', 'pink', 'hair', 'football', 'players', 'stand', 'badly', 'need', 'full', 'football', 'kits']",2328,before i believe   they also look like soldiers with actual military equipment nikki is wearing a bright pink reflective cat suit and has bright pink hair for the football players to stand out as badly they'd need to be in full football kits 
38,"['suspect', 'fold', 'black', 'woman', 'time', 'gamers', 'ie', 'incel', 'neckbeards', 'lose', 'shit', 'related', 'women', 'skin', 'tones', 'wanted', 'argue', 'tonal', 'shift', 'looked', 'like', 'decked', 'pink', 'one', 'skin', 'saw', 'someone', 'post', 'idea', 'bullshit', 'net', 'real', 'game', 'skin', 'could', 'argument', 'everyone', 'else', 'running', 'around', 'black', 'slightly', 'darker', 'black', 'shows', 'looking', 'like', 'unicorn', 'farted', 'maybe', 'kind', 'point', 'criticism', 'seen', 'leveled', 'always', 'nicki', 'manaj', 'cod', 'imo', 'reeks', 'bullshit']",2330,i suspect it's fold she's a black woman most of the time the gamers ie incel neckbeards lose their shit its related to women or skin tones if they wanted to argue about a tonal shift because it looked like she's decked in pink in the one skin i saw someone post again no idea of that's bullshit on the net or the real in game skin but that could be an argument if everyone else is running around in black and slightly darker black and she shows up looking like a unicorn farted then maybe they'd have some kind of point but that hasn't been the criticism i've seen leveled it's always been nicki manaj in cod which imo reeks of bullshit 
39,"['suspect', 'fold', 'black', 'woman', 'time', 'gamers', 'ie', 'incel', 'neckbeards', 'lose', 'shit', 'related', 'women', 'skin', 'tones', 'nah', 'intelligent', 'right']",2340,>i suspect it's fold she's a black woman most of the time the gamers ie incel neckbeards lose their shit its related to women or skin tones nah it can't be they have to be more intelligent than that right 
40,"['probably', 'guess', 'reason', 'put', 'though', 'focus', 'groups', 'female', 'cod', 'fans', 'likely', 'nicki', 'minaj', 'common', 'female', 'artist', 'spotify', 'playlists', 'meant', 'probably', 'thought', 'safe', 'bet', 'add', 'playable', 'character', 'female', 'fans', 'love', 'nicki', 'minaj', 'perhaps', 'nicki', 'minaj', 'fans', 'love', 'cod', 'reeks', 'suits', 'trying', 'advertising', 'guys', 'sell', 'cod', 'women', 'obviously', 'male', 'players', 'everything', 'else', 'forced', 'inclusivity', 'female', 'pandering', 'bullshit']",2341,you can probably guess the reason they put her in though their focus groups of female cod fans likely had nicki minaj as the most common female artist in their spotify playlists this meant they probably thought it was a safe bet to add her as a playable character because if most of their female fans love nicki minaj then perhaps nicki minaj fans just love cod this reeks of suits trying to get advertising guys to sell cod to more women it's obviously not for the male players because everything else is for them this is some forced inclusivity female pandering bullshit 
41,"['yeah', 'man', 'controller', 'hand', 'since', 'mid', 'started', 'atari', 'pc', 'beautiful', 'ride']",2353,yeah man controller in hand since i was about in the mid s started on atari and now on pc what a beautiful ride it's been 
42,"['skins', 'match', 'regular', 'character', 'models', 'fortnite', 'opal', 'skin', 'recent', 'controversy', 'quite', 'large', 'character', 'models', 'fortnite', 'none', 'cartoonishly', 'rotund', 'peter', 'first', 'add', 'weird', 'skin', 'complaints', 'change', 'suit', 'game', 'couple', 'weeks']",2354, there's a few skins that don't match the regular character models in fortnite the opal skin was a recent controversy and there's quite a few large character models in fortnite none that are as cartoonishly rotund as peter but not wouldn't be a first for them to add some weird skin only for there to be complaints and then change it to suit the game after a couple weeks 
43,"['supposed', 'impressive']",2376,i don't get it is this supposed to be impressive 
44,"['wait', 'see', 'deadzone', 'eternal']",2391,wait until you see deadzone eternal 
45,"['person', 'actually', 'moving', 'supposed', 'black', 'hole', 'stuff', 'flying', 'around', 'inside', 'outside', 'spaceship', 'yeah', 'aliens']",2417,it is in person when it's actually moving its supposed to be a black hole and stuff flying around inside and outside a spaceship and yeah aliens
46,"['beyond', 'dark', 'vistech']",2426,beyond the dark by vistech
47,"['downvote', 'sir']",2432,have my downvote sir 
48,"['man', 'sad', 'idk', 'people', 'downvoting', 'much']",2435,man that's just sad idk why people are downvoting you so much 
49,"['whining', 'downvotes', 'fastest', 'way', 'people', 'downvote']",2469,whining about downvotes is the fastest way to get more people to downvote you 
50,"['beautiful', 'self']",2539,beautiful self own
51,"['gotten', 'defending', 'wanna', 'talk', 'black', 'market', 'orrrrr']",2560,and now we've gotten into the defending wanna talk about the black market now orrrrr 
52,"['snowballs', 'slimeballs', 'dude']",2641,snowballs and slimeballs my dude
53,"['checked', 'spam', 'folder']",2833,checked your spam folder 
54,"['know', 'never', 'late', 'abortion', 'dark', 'humour']",2945,you know it's never too late for abortion dark humour 
55,"['win', 'man']",3054,you win man
56,"['gamer', 'moment']",3089,gamer moment
57,"['fucking', 'wholesome', 'gonna', 'cry']",3170,that's so fucking wholesome i'm gonna cry
58,['cute'],3184,cute 
59,"['one', 'win']",3190,this one is for the win
60,"['proud', 'noises']",3197, proud noises 
61,['cute'],3201,that’s so cute
62,"['nice', 'earthbound', 'cosplay']",3210,nice earthbound cosplay
63,"['getting', 'downvoted']",3230,why is this getting downvoted 
64,"['well', 'obviously', 'willing', 'stand', 'behind', 'words']",3235,well you obviously weren't willing to stand behind your words there 
65,"['reference', 'calm', 'fuck', 'man']",3243,it's a reference calm the fuck down man
66,"['dude', 'roblox', 'sucks', 'bro']",3370,dude roblox just sucks bro 
67,['fart'],3430,fart
68,"['crying', 'wrong', 'subreddit', 'bro']",3434,crying the wrong subreddit bro 
69,"['oooh', 'like', 'one']",3476,oooh i like this one 
70,"['amateur', 'got', 'downvoted', 'moment', 'pressed', 'post']",3492,amateur i got downvoted the moment i pressed post
71,"['dude', 'whatever', 'fuck', 'want', 'play', 'games', 'brings', 'joy']",3585,dude do whatever the fuck you want play the games that brings you the most joy
72,"['dude', 'dude']",3624,i'd a dude dude
73,['yea'],3718,yea
74,"['noticed', 'alot', 'sprites', 'project', 'brutality', 'always', 'cool', 'see', 'project', 'advancing', 'keeping', 'tabs', 'room', 'quite']",3758,i noticed alot of sprites from project brutality in there its always cool to see this project advancing as i've been keeping tabs on room for quite a while 
75,"['dreams', 'ps', 'sure', 'custom', 'avatar', 'though']",3792,dreams on ps i’m not sure about the custom avatar though 
76,"['roblox', 'wild']",3814,roblox is wild 
77,['downvoted'],3816,why was this downvoted 
78,"['nah', 'man', 'vaktus']",3865,nah man vaktus 
79,"['maybe', 'checkout', 'outward']",3960,maybe checkout outward
80,"['roblox', 'definitely', 'somewhat', 'league', 'minecraft', 'especially', 'project', 'spark', 'dreams', 'ps', 'completely', 'overshadows', 'ugc', 'game', 'kind', 'amazing']",3990,roblox is definitely somewhat in a league with minecraft and especially project spark and then there's dreams for the ps which just completely overshadows any other ugc game it's kind of amazing 
81,"['dude', 'sucking', 'sumthin', 'first', 'step', 'towards', 'sorta', 'good', 'something']",4047,[dude sucking at sumthin’ is the first step towards being sorta good at something ] 
82,"['doin', 'gods', 'work', 'man']",4128,doin gods work man
83,"['stand', 'corrected']",4201,i stand corrected then
84,"['wrote', 'compliment', 'poor', 'man', 'got', 'misunderstood']",4261,he wrote that as a compliment poor man it got misunderstood
85,"['wobbly', 'life', 'xbox', 'fun', 'clean']",4305,wobbly life on xbox is fun and clean
86,"['bots', 'believe']",4352,bots i don't believe this
87,"['wow', 'sucks', 'man', 'think', 'uae', 'bans', 'vpn', 'could', 'alternative', 'spoofing', 'location']",4404,wow that sucks man i think uae bans vpn too which could of been your alternative for spoofing your location 
88,"['think', 'blue', 'whale', 'challenge']",4414,i think it's because of the blue whale challenge
89,['men'],4434,w*men 🤮
90,['increase'],4442, increase
91,"['roblox', 'noob', 'pic', 'nooby']",4443,roblox noob pic [nooby ] 
92,"['dude', 'gonna', 'suck', 'ass']",4505,dude that’s gonna suck ass
93,"['cranes', 'second', 'ac', 'quite', 'lucky', 'boxes', 'setup', 'schrodingers', 'upgrades', 'devil', 'shard', 'holy', 'tod', 'op', 'upgrades', 'loop', 'tesla', 'final', 'black', 'dwarf', 'urself', 'enough', 'skip', 'lives', 'life']",4534,i have cranes on second ac as i'm quite lucky with boxes and now i have a setup with just some schrodingers and upgrades such as devil's shard x and holy will x tod and the other op upgrades loop that through the tesla final and black dwarf and you have urself enough to skip lives at life 
94,"['exploiting', 'kids', 'respectable', 'buisness', 'strategy', 'cumbrain', 'wojak']",4553,exploiting kids is a respectable buisness strategy *cumbrain wojak*
95,"['daaaamn', 'dude', 'wild']",4572,daaaamn dude that so wild
96,"['minecraft', 'man', 'simpimantle', 'hardest', 'addictive']",4575,minecraft man was simpimantle hardest it can be so addictive
97,"['installed', 'brief', 'moment', 'time', 'play', 'sonic', 'ss', 'would', 'anyone', 'downvote']",4763,i only installed it for a very brief moment in time to play sonic ss why would anyone downvote this 
98,"['yes', 'happily', 'support']",4870,yes and i will happily support it
99,"['think', 'cute', 'charging', 'originally', 'began', 'mid', 'life', 'cycle', 'update', 'thank', 'god', 'starfield', 'phantom', 'liberty', 'yearly', 'digital', 'storefront', 'masquerading', 'videogame', 'even', 'radar']",4873,i think it’s cute they’re charging for what originally began as a mid life cycle update thank god for starfield and phantom liberty the yearly digital storefront masquerading as a videogame isn’t even on my radar 
100,"['hey', 'clown', 'outfit']",4877,hey that clown outfit was 
101,"['straight', 'clowns']",4928,straight up clowns
102,"['supposed', 'joker']",5146,is that supposed to be it or the joker 
103,"['idea', 'works', 'dark', 'skins', 'blend', 'shadows']",5181,this idea works with the dark skins that blend into the shadows
104,"['look', 'man', 'added', 'spawn', 'season', 'spawn', 'fans', 'getting', 'lead', 'nose', 'like', 'always', 'perpetual', 'cycle', 'abuse', 'tbf', 'anime', 'clown', 'skins', 'traditionally', 'speaking', 'unironically', 'best', 'skins', 'terms', 'creativity', 'started', 'getting', 'lazy', 'end', 'cold', 'wars', 'life', 'style', 'straight', 'try', 'mw', 'realism', 'requirement', 'got', 'lifted', 'completely', 'mw', 'wanted', 'skin', 'one', 'regurgitations', 'digital', 'camo', 'pattern', 'anime', 'skin', 'place', 'go']",5184,look man they added spawn this season me and most other spawn fans getting lead by the nose like always a perpetual cycle of abuse and tbf the anime clown skins have traditionally speaking unironically been the best skins in terms of creativity they started getting lazy at the end of cold wars life style and just straight up didn't try in mw because the realism requirement got lifted completely but in mw if you wanted a skin that wasn't just one of the regurgitations of digital or camo pattern anime skin was the place to go 
105,"['taylor', 'swift', 'skin', 'droppin', 'minute']",5226,taylor swift skin should be droppin' any minute 
106,"['idea', 'bo', 'bundle', 'waw', 'bo', 'bo', 'remasters']",5252,idea bo bundle waw bo and bo remasters
107,"['clown', 'spending', 'fuckin', 'glorified', 'patch']",5266,or i’m just not a clown spending on a fuckin glorified patch
108,"['lol', 'man', 'still', 'saying', 'clowns']",5299,lol this man still saying they’re clowns 
109,"['okay', 'dressing', 'clown', 'halloween', 'blend', 'rest']",5303,it’s okay i’m dressing up as a clown for halloween i’ll just blend in with the rest of them
110,"['rebranding', 'hun', 'one', 'crying', 'mortal', 'kombat', 'forza', 'motorsport', 'resetting']",5317,it's just rebranding hun no one is crying over mortal kombat or forza motorsport resetting 
111,"['worn', 'clown', 'suit']",5354,should've worn the clown suit then 
112,"['know', 'gaming', 'culture', 'real', 'hate', 'boner', 'women', 'minorities', 'reality', 'cosmetic', 'content', 'godsend', 'demographics', 'longest', 'time', 'pick', 'far', 'characters', 'generic', 'white', 'male', 'version', 'pay', 'little', 'extra', 'whatever', 'character', 'best', 'represents', 'seems', 'gamers', 'tend', 'skew', 'towards', 'white', 'males', 'understand', 'important', 'representation', 'people', 'willing', 'pay']",5360,i know gaming culture has a real hate boner for women and minorities but the reality is that cosmetic content is a godsend for those demographics for the longest time all you had to pick from far as characters is generic white male version or now you can pay a little extra to be whatever character best represents you it seems most gamers who tend to skew towards being white males don’t understand how important representation is to other people we’re willing to pay for it 
113,"['taylor', 'swift', 'travis', 'kelce', 'jersey', 'accurate', 'think']",5417,taylor swift in a travis kelce jersey more accurate i think
114,"['somebody', 'called', 'like', 'color', 'revolution', 'something', 'dopey', 'fortnite', 'skin', 'thought', 'fitting']",5514,somebody called it like the color revolution or something all the dopey fortnite skin thought it was fitting 
115,"['dozens', 'us', 'dozens']",5516,there are dozens of us dozens 
116,"['absolute', 'clown', 'take']",5530,absolute clown take 
117,"['funny', 'gunning', 'someone', 'pink', 'covered', 'anime', 'girls', 'says', 'senpai', 'fire', 'tired', 'acting', 'like']",5550,it's funny gunning down someone with a pink p covered with anime girls that says senpai when you fire it and i'm tired of acting like it's not 
118,"['mean', 'like', 'bungie', 'destiny', 'currently']",5608,you mean like bungie does with destiny currently 
119,"['yes', 'dozens', 'us']",5628,yes they do there are dozens of us 
120,"['possibly', 'one', 'dozen', 'us']",5639,there is possibly more than one dozen of us 
121,"['man', 'must', 'taking', 'stupid', 'pills', 'something']",5688,my man must be taking stupid pills or something
122,"['vondel', 'bots', 'absolutely', 'multiple', 'times', 'getting', 'stronger', 'every', 'season']",5783,vondel bots will absolutely down you multiple times they've been getting stronger every season 
123,"['type', 'pretty', 'fuckin', 'stupid', 'ironic']",5793,you type pretty fuckin stupid ironic
124,"['mean', 'traction', 'post', 'getting', 'kinda', 'negates', 'whole', 'point', 'whatever', 'man', 'lol']",5816,i mean… the traction this post is getting kinda negates your whole point but whatever man lol
125,"['end', 'light', 'darkness', 'saga', 'mean', 'end', 'destiny']",5833,it's the end of the light and darkness saga that doesn't mean the end of destiny
126,"['kind', 'marketer', 'speak', 'destiny', 'light', 'vs', 'dark', 'day', 'light', 'vs', 'dark', 'mention', 'bungie', 'moved', 'basically', 'staff', 'onto', 'newer', 'projects']",5843,what kind of marketer speak is this destiny is light vs dark from day if it's not light vs dark then with is it not to mention bungie has moved basically all staff onto newer projects 
127,"['dreamcast', 'genesis', 'oh', 'hell', 'yeah']",5913,dreamcast and genesis oh hell yeah 
128,"['sleeves', 'cases', 'cartridges', 'please', 'loose', 'like', 'increase', 'risk', 'corrosion', 'pins', 'due', 'dust', 'humidity']",5916,get sleeves or cases for all of your cartridges please having them loose like that will increase the risk of corrosion on the pins due to dust and humidity 
129,"['emulators', 'roms', 'ftw', 'nice', 'nostalgic', 'setup', 'though']",5919,emulators and roms ftw nice nostalgic setup though 
130,"['old', 'dude']",5921,how old are u dude
131,"['super', 'jealous', 'dk', 'racing']",5927,super jealous that you have dk racing
132,"['downvoted', 'due', 'lack', 'black', 'snes', 'cartridge']",5933,downvoted due to lack of black snes cartridge 
133,"['need', 'find', 'video', 'converter', 'atari', 'rip', 'radio', 'shack']",5943,i need to find a video converter for my atari rip radio shack 
134,"['dang', 'snes', 'kinda', 'jealous', 'grew', 'genesis', 'hindsight', 'think', 'super', 'nintendo', 'would', 'better', 'type', 'gamer', 'sometimes', 'wonder', 'different', 'life', 'would', 'able', 'play', 'super', 'metroid']",5948,dang it is that a snes i'm kinda jealous i grew up on the genesis but in hindsight i think a super nintendo would have been better for the type of gamer i am sometimes i wonder how different my life would be if i were able to play super metroid when i was 
135,"['former', 'proud', 'owner', 'various', 'crts', 'monitors', 'zx', 'sinclair', 'spectrum', 'atari', 'jaguar', 'nes', 'sega', 'genesis', 'mega', 'drive', 'handhelds', 'throughout', 'ages', 'happily', 'say', 'fond', 'retro', 'consoles', 'said', 'patiently', 'waited', 'game', 'load', 'times', 'using', 'tape', 'cassette', 'zx', 'finding', 'games', 'rom', 'format', 'well', 'ps', 'wii', 'emulators', 'much', 'love', 'retro', 'nothing', 'good', 'memories', 'gaming', 'days', 'always', 'gonna', 'choose', 'roms', 'mame', 'dosbox', 'anything', 'else', 'jump', 'pc', 'granted', 'might', 'miss', 'button', 'mashing', 'pleasure', 'controller', 'small', 'price', 'pay', 'happy', 'gaming', 'pcmrftw']",5978,as a former proud owner of various crts monitors a zx sinclair spectrum k + atari jaguar nes sega genesis mega drive and a few other handhelds throughout the ages i can happily say that i am fond of the retro consoles that said having patiently waited for game load times using a tape cassette be it for a c or zx then finding all of those games in rom format as well as the ps & wii emulators as much as i love retro and have nothing but good memories of those gaming days i'm always gonna choose roms mame dosbox and anything else i can jump in and out of on a pc granted i might miss out on the button mashing pleasure of a controller but it's a small price to pay happy gaming pcmrftw
136,"['see', 'black', 'snes', 'cartridge', 'comment', 'downvoted']",5984,don't see a black snes cartridge in your comment downvoted 
137,"['love', 'super', 'buster', 'bros']",5985,love super buster bros 
138,"['beautiful', 'princesses']",6031,beautiful princesses robloxisliferobloxislove 
139,['wait'],6050,wait what 
140,"['fort', 'nite']",6121,fort nite
141,"['look', 'dreams', 'ps', 'think', 'anything', 'else', 'like', 'platforms', 'though']",6160,look up dreams on ps i don’t think there’s anything else like that on other platforms though 
142,"['ps', 'dude', 'first', 'spyro', 'much', 'edging']",6275,ps dude the first spyro didn’t have this much edging 😢
143,"['disrespect', 'ps', 'like']",6283,don't disrespect the ps like that 
144,"['moment', 'thought', 'metaverse']",6498,for a moment there i thought this was the metaverse
145,"['op', 'spam', 'bot']",6525,op is a spam bot
146,"['dare', 'insult', 'ps', 'like', 'haha']",6573,how dare you insult the ps like that haha
147,"['ps', 'awfully', 'generous']",6576,ps that's awfully generous 
148,"['im', 'fun', 'pls', 'downvote']",6690,im having fun pls downvote
149,"['crying', 'baby', 'sound', 'effect']",6745,*crying baby sound effect*
150,"['project', 'manager', 'recent', 'pokemon', 'games', 'pos']",6836,project manager of recent pokemon games is pos
151,"['hey', 'mean', 'ps']",6854,hey don't be mean to the ps 
152,"['ps', 'generous', 'right']",6911,ps is generous that's n right there
153,"['comic', 'neckbeard', 'complaining', 'dude', 'bro', 'buying', 'call', 'duty', 'every', 'year', 'makes', 'much', 'sense']",7128,that comic with the neckbeard complaining about the dude bro buying call of duty every year makes so much sense now 
154,"['glad', 'idea', 'looking']",7184,glad i have no idea what i’m looking at 
155,"['hey', 'hey', 'hey', 'disrespect', 'ps', 'like']",7356,hey hey hey don’t disrespect the ps like that
156,['bananas'],7434,what that is bananas 
157,"['kid', 'wearing', 'toilet', 'seat']",7480,but why is that kid wearing a toilet seat 
158,"['sad', 'squandered', 'potential']",7497,that's sad such squandered potential 
159,"['point', 'supposed', 'nostalgic']",7507,that's the point it's supposed to be nostalgic s
160,"['thought', 'gta', 'profitable', 'franchise']",7818,i thought gta was the most profitable franchise 
161,"['ordered', 'days', 'back', 'wtf', 'man']",7884,i just ordered this a few days back too 😂😂 wtf man
162,"['ps', 'game', 'seen', 'god', 'war', 'dare']",7890,ps game have you seen god of war how dare you
163,"['man', 'running', 'gameboy']",7936,man's running it in the gameboy
164,"['bahahaha', 'maybe', 'even', 'ps']",8031,bahahaha maybe even ps 
165,"['disrespect', 'ps', 'beautiful', 'visual', 'like']",8169,don’t disrespect the ps ’s beautiful visual like that
166,"['metal', 'gear', 'ps']",8202,metal gear ps 
167,"['said', 'last', 'one', 'got', 'downvoted', 'etc', 'result', 'ya', 'lls', 'copium']",8225,i said this about the last one and got downvoted etc… this is the result of ya’lls copium
168,"['wait', 'bunch', 'dudes', 'milling', 'around', 'walmart', 'electronics', 'department', 'crack', 'freaking', 'dawn', 'morning']",8258,wait *this* is why a bunch of dudes were milling around a walmart electronics department at the crack of freaking dawn the other morning 
169,"['call', 'ps', 'like', 'dirty']",8263,don't call the ps out like that that's doing it dirty 
170,"['gave', 'nintendo', 'man']",8276,i gave up on nintendo man 
171,"['suits', 'patientgamers', 'better', 'lol']",8290,this suits r patientgamers better lol 
172,"['hogwarts', 'ps']",8376,is this hogwarts from ps 
173,"['thought', 'thrillville', 'ps']",8386,i thought this was thrillville on the ps 
174,"['pokemon', 'fifa', 'man']",8411,between pokémon and fifa man 
175,"['yeah', 'got', 'leaf', 'kitty']",8484,yeah but they got that leaf kitty 
176,"['looks', 'like', 'subway', 'surfers', 'pre', 'alpha']",8541,looks like subway surfers pre alpha 💀
177,"['made', 'dreams']",8542,“made in dreams”
178,"['woah', 'dude', 'major', 'jab', 'ps']",8548,woah dude that’s a major jab at the ps 
179,"['wait', 'playing', 'kingdom', 'hearts']",8583,wait i was just playing kingdom hearts 
180,['beautiful'],8611,beautiful
181,"['cry', 'man']",8712,cry about it man
182,"['holy', 'shit', 'uglier', 'thought']",8728,holy shit that is uglier than i thought
183,"['supposed', 'know']",8791,i'm supposed to know what this is 
184,"['dude', 'got', 'metroid', 'dread', 'beautiful', 'blew', 'mind']",8881,dude i just got metroid dread and it’s beautiful blew my mind 
185,"['complacent', 'fanbois', 'ruin', 'rest', 'us']",8913,complacent fanbois ruin it for the rest of us
186,"['man', 'revealing', 'real', 'problem']",9037,my man revealing the real problem here
187,"['shadow', 'colossus', 'beautiful', 'ps']",9141,shadow of the colossus was beautiful on ps 
188,"['disagree', 'gone', 'drastically', 'downhill', 'increased', 'sbmm', 'skill', 'based', 'match', 'making', 'increased', 'eomm', 'engagement', 'based', 'match', 'making', 'rigged', 'gunfights', 'moderated', 'ban', 'able', 'voice', 'chat', 'regardless', 'mute', 'option', 'pressed', 'ideologies', 'activism', 'activist', 'developers', 'games']",9226,i disagree they've gone drastically downhill increased sbmm skill based match making increased eomm engagement based match making rigged gunfights now has moderated and ban able voice chat regardless of mute option pressed ideologies and activism by their activist developers into their games 
189,"['borrow', 'idea', 'bill', 'gates', 'simpsons', 'become', 'profitable', 'franchise', 'writing', 'cheques']",9345,to borrow an idea from bill gates in the simpsons they didn’t become the most profitable franchise by writing cheques
190,"['say', 'football', 'call', 'duty', 'fifa', 'madden', 'race', 'game']",9456,say that to football call of duty fifa madden and any race game too then
191,"['black', 'ps']",9509,black ps 
192,['delusional'],9578,delusional
193,"['glad', 'figured']",9648,i’m glad you figured that out 
194,"['wait', 'retro', 'look']",9686,wait… what if it’s just a retro look… 
195,"['botw', 'immortals', 'fenyx']",9719,and botw and immortals fenyx
196,"['bro', 'taken', 'dumps', 'look', 'better', 'dumps']",9729,bro i’ve taken dumps that look better than this dumps 
197,"['least', 'terra', 'powers', 'make', 'sense', 'mechanically', 'dynamax', 'actually', 'nonsense']",9770,at least terra powers make sense mechanically dynamax was actually nonsense
198,"['cartilage', 'knees', 'evaporated', 'heard', 'botw', 'described', 'old', 'hell', 'man', 'time', 'really', 'fly']",9792,the cartilage in my knees evaporated when i heard botw described as old as hell man time really does fly
199,"['true', 'sad', 'best', 'since', 'blue', 'red', 'heart', 'gold', 'soul', 'silver']",9873,is this true that's so sad b were the best since blue red and heart gold soul silver
200,"['correction', 'needed', 'dump', 'dump', 'box', 'sell', 'dump', 'seafoam', 'beige', 'sell', 'dump', 'submarine', 'seafoam', 'plus', 'blender', 'beige', 'ultra', 'years']",9909,this was the only correction needed dump x dump in a box and sell dump seafoam and beige then sell dump submarine seafoam plus and blender beige ultra in years 
201,"['got', 'flying', 'pikachu']",9931,i got a flying pikachu
