,top words,ID,Text
46,"['believe', 'amount', 'cores', 'mhz', 'gb', 'dual', 'channel', 'ram', 'getting', 'similar', 'performance', 'man', 'keeps', 'getting', 'confused', 'hate', 'curse', 'lol']",2665,i have a k so i believe we have the same amount of cores and i have mhz gb dual channel ram so we should be getting similar performance man this keeps getting me more and more confused i hate this curse lol
47,"['would', 'make', 'good', 'condom', 'commercial']",2917,this would make a good condom commercial
48,['kill'],2953,kill him
49,"['roblox', 'minecraft', 'one', 'fun', 'minecraft', 'roblox']",3091,roblox or minecraft which one is more fun minecraft or roblox why 
50,"['committed', 'die']",3144,i committed die
51,"['hey', 'sans', 'undertale', 'sans', 'undertale']",3169,hey sans from undertale it is me sans from undertale 
52,"['sans', 'god']",3172,sans is god
53,"['introduce', 'steam', 'terraria', 'especially', 'terraria', 'fuck', 'yeah', 'terraria', 'holy', 'fucking', 'shit', 'terraria', 'motherfucking', 'terraria', 'could', 'try', 'terraria']",3211,introduce them to steam and terraria especially terraria fuck yeah terraria holy fucking shit terraria it's motherfucking terraria how could you not try terraria
54,"['calling', 'power', 'sans', 'undertale']",3216,he's calling on the power of sans from undertale 
55,"['patrick', 'sans']",3219,no this is ~~patrick~~ sans
56,"['well', 'obviously', 'willing', 'stand', 'behind', 'words']",3235,well you obviously weren't willing to stand behind your words there 
57,"['comic', 'sans']",3238,it’s comic sans
58,"['pc', 'try', 'modded', 'minecraft', 'gave', 'good', 'phone', 'try', 'modded', 'minecraft', 'pojav', 'launcher']",3304,if you have a pc try modded minecraft or if you gave a good phone try modded minecraft on pojav launcher
59,"['would', 'like', 'normalize', 'spelling', 'error', 'use', 'snesitivity', 'something', 'specific', 'snes', 'would', 'used', 'describe']",3513,i would like to normalize your spelling error and use snesitivity and have it be something specific to snes what would it be used to describe 
60,"['roblox', 'isnt', 'bad', 'cool', 'gsme', 'like', 'remember', 'minecraft', 'always', 'haters']",3518,roblox isnt bad its a cool gsme just like i remember minecraft was but there are always haters
61,"['probably', 'word', 'pray', 'keyword', 'religious', 'aspect']",3631,probably the word pray is a keyword for the religious aspect 
62,"['would', 'ideally', 'want', 'laptop', 'ram', 'also', 'graphics', 'hard', 'hold', 'years', 'come', 'huge', 'battery', 'killer']",3645,you would ideally want a laptop with more ram also the graphics hard will hold up for years to come it is just a huge battery killer 
63,"['roblox', 'free', 'minecraft', 'expensive', 'plus', 'portable']",3688,roblox = free minecraft =too expensive plus not portable 
64,"['minecraft', 'like', 'definitely', 'portable', 'minecraft', 'switch', 'even', 'minecraft', 'pocket', 'edition', 'also', 'pocket', 'edition', 'completely', 'free', 'apk', 'even', 'mod', 'shit', 'know', 'messing', 'idea', 'minecraft', 'expensive', 'portable', 'entirely', 'opposite']",3695,minecraft is like at most and definitely is portable there’s minecraft on switch and even minecraft pocket edition you can also get pocket edition completely for free with apk and even mod the shit out of it if you know what you’re messing with no idea how minecraft is expensive or not portable to you when it’s entirely to opposite 
65,['lmfao'],3762,lmfao
66,['dew'],3789,dew it
67,"['til', 'isis', 'roblox', 'servers']",3800,til isis has roblox servers
68,"['roblox', 'minecraft', 'would', 'choose', 'minecraft', 'someone', 'particular', 'said', 'minecraft', 'garbage', 'roblox', 'better', 'put', 'answers', 'comments']",3821,roblox or minecraft i would choose minecraft but someone in particular said minecraft was garbage and roblox was better put answers in comments 
69,"['oh', 'look', 'post', 'lets', 'bash', 'roblox', 'praise', 'minecraft']",3824,oh look its this post again lets bash on roblox and praise minecraft again 
70,['minecraft'],3828,minecraft
71,"['even', 'question', 'minecraft']",3830,this ain’t even a question minecraft 
72,"['equally', 'good', 'probably', 'bitching', 'adopt', 'outage', 'yesterday', 'afternoon']",3833,both are equally good they probably bitching because of the adopt me outage yesterday afternoon
73,"['sin', 'counter', 'supposed', 'cause', 'counted', 'points', 'someone', 'said', 'think', 'looks', 'like', 'ass', 'counter', 'went', 'times', 'leaving', 'confused', 'counting']",3856,what is the sin counter supposed to be cause they counted but at most points someone said e g 'i just think it looks like ass' and the counter went up times leaving me confused as to what it was counting 
74,"['yep', 'sandbox', 'minecraft']",3882,yep it was the sandbox before minecraft was 
75,"['words', 'true', 'prophet']",3896,words of a true prophet 
76,"['minecraft', 'tf', 'talking', 'bout']",3911,its minecraft tf you talking bout
77,"['oh', 'late']",3931,oh that is not late
78,"['roblox', 'suggested', 'minecraft', 'vice', 'versa']",3985,what if roblox suggested minecraft and vice versa
79,"['dae', 'minecraft', 'good', 'fartnite', 'bad']",3988,dae minecraft good fartnite bad 
80,"['cuz', 'minecraft', 'fortnite']",3989,cuz minecraft > fortnite
81,"['maybe', 'forgot', 'punctuation', 'introducing', 'inquiring', 'employment', 'opportunities']",4004,maybe they forgot punctuation and were just introducing themselves and inquiring about employment opportunities
82,"['behind', 'kinda', 'came', 'like', 'eliminates', 'player', 'like', 'son', 'forget', 'teabag']",4149,i can get behind that it kinda came off like he eliminates a player and you're like son don't forget to teabag him 
83,"['ghandi', 'dead']",4166,so was ghandi but they're both dead 
84,"['simple', 'minecraft']",4193,or are you too simple for minecraft 
85,"['easy', 'beginner']",4222,just easy for a beginner
86,"['fate', 'worse', 'death']",4227,a fate worse than death
87,"['sorry', 'late', 'wooded', 'creek']",4264,sorry for being late [wooded creek] 
88,"['build', 'house', 'minecraft', 'minecraft', 'like', 'playing', 'legos']",4279,build a house with him in minecraft because minecraft is like playing with legos 
89,"['late', 'mine', 'like', 'like']",4287,too late for mine they like what they like 
90,"['dead', 'space']",4293,dead space
91,"['wrong', 'minecraft']",4294,what is wrong with minecraft 
92,"['minecraft', 'great', 'period']",4310,minecraft is great period 
93,"['waiting', 'long', 'one', 'pump', 'chump']",4329,shouldn’t be waiting long for that one pump chump 
94,['bruh'],4333,bruh
95,"['one', 'called', 'hyper', 'pixel', 'something', 'forget', 'name', 'nicknamed', 'minecraft']",4342,isn’t there one called hyper pixel or something i forget the name it was nicknamed minecraft 
96,"['anymore', 'mate']",4372,its not anymore mate
97,"['neither', 'minecraft', 'reigns', 'supreme', 'else']",4375,neither minecraft reigns supreme over all else
98,['minecraft'],4437,minecraft 
99,['minecraft'],4438,minecraft 
100,"['check', 'man', 'sky', 'terraria']",4461,check out no man's sky and terraria 
101,['gtav'],4470,gtav
102,"['part', 'roblox', 'dies']",4502,this is the part where roblox dies
103,['king'],4527,king
104,"['choose', 'death']",4583,i choose death
105,"['gb', 'hdd', 'designed', 'either', 'email', 'document', 'typing', 'plain', 'netflix', 'want', 'something', 'space', 'lease', 'gb', 'ssd']",4620,no gb hdd this is designed for either email document typing or just plain netflix you’ll want something with more space at lease gb ssd
106,"['document', 'typing', 'laptop', 'gb', 'storage', 'wont', 'hold', 'anything', 'upgradable']",4624,this is a document typing laptop only gb storage wont hold anything and not upgradable
107,"['need', 'least', 'gb', 'memory', 'much', 'want', 'mods', 'gb', 'nvidia', 'amd', 'gpu', 'also', 'disk', 'space']",4636,need at least gb of memory much more if they want mods gb and an nvidia or amd gpu also more disk space 
108,"['try', 'amd', 'cpu', 'would']",4637,try to get an amd or cpu and it would 
109,"['windows', 'could', 'would', 'awful']",4638,it's windows so it could but it would just be awful
110,"['minecraft', 'steve', 'roasts', 'roblox']",4683,minecraft steve roasts roblox 
111,['gotcha'],4708,gotcha
112,"['raygun', 'survive', 'kill', 'killers', 'roblox', 'wanna', 'know']",4710,how do i get raygun on survive and kill the killers on roblox i just wanna know
113,['laptop'],4783,what laptop is that 
114,"['realise', 'chromebook', 'come', 'windows', 'install', 'windows']",4785,you realise that this is a chromebook it does not come with windows nor can you install windows 
115,['hell'],4796,what the hell is it then 
116,"['uninstall', 'load', 'mine', 'craft']",4801,uninstall and load up mine craft 
117,"['dont', 'forget', 'preorder']",4910,dont forget to preorder
118,"['cod', 'dead', 'since', 'infinite', 'warfare']",4947,cod has been dead since infinite warfare 
119,"['battlebit', 'remastered']",5011,battlebit remastered is where it's at
120,"['mean', 'sucker', 'wait', 'idgaf', 'say']",5030,i mean… i’m a sucker and all… but i can’t wait idgaf what you say
121,"['fix', 'servers']",5090,if only they'd fix the servers 
122,['late'],5323,too late
123,"['hell', 'yeah', 'would', 'lmao']",5467,hell yeah i would lmao 
124,"['skins', 'powers']",5506,what skins have powers 
125,"['like', 'funko', 'pops', 'cooler']",5642,what like your funko pops are any cooler 
126,['gotcha'],5650,gotcha
127,"['impressive', 'setup', 'stop', 'wondering', 'deal', 'diet', 'mountain', 'dew', 'moooom', 'diet', 'dew']",5888,that's an impressive setup i just can't stop wondering what the deal is with all that diet mountain dew moooom i'm out of diet dew again 
128,"['crt', 'stand']",5902,what does crt stand for
129,"['kinda', 'miss', 'days', 'could', 'put', 'console', 'small', 'compartment', 'like', 'nes', 'worry', 'overheating', 'haha']",5915,kinda miss the days when i could put a console in a small compartment like your nes is and not have to worry about it overheating haha
130,"['crt', 'capable', 'displaying', 'anything', 'remotely', 'resembling', 'straight', 'line']",5965,a crt was it capable of displaying anything remotely resembling a straight line 
131,"['fancy', 'guy', 'syncalvia', 'player', 'piano', 'could', 'play', 'recordings', 'made', 'worlds', 'best', 'pianists', 'floppy', 'disks', 'electrostatic', 'speakers', 'powered', 'valve', 'amplifiers', 'cassette', 'player', 'nakamichi', 'dragon', 'sure', 'commercial', 'trying', 'hold', 'someone', 'worked', 'still', 'works', 'bt', 'called', 'geoffrey', 'old', 'bean', 'used', 'call', 'everyone', 'old', 'bean']",5998,he was a fancy guy he had a syncalvia player piano the could play recordings made by the worlds best pianists on floppy disks it was over £ k in he had electrostatic speakers powered by valve amplifiers and a cassette player that was over £ k nakamichi dragon i am sure it wasn't commercial i am trying to get hold of him as someone he worked with still works for bt he was called geoffrey old bean as he used to call everyone old bean 
132,"['treat', 'pickup', 'retrotink']",6006,treat yourself and pickup a retrotink 
133,"['rear', 'projection', 'crt', 'completely', 'different']",6010,rear projection and crt are completely different 
134,"['would', 'take', 'crt', 'retrotink', 'day', 'weak', 'hell', 'take', 'composite', 'crt', 'rgb', 'retrotink']",6018,i would take a crt over retrotink any day of the weak hell i'd take a composite crt over a rgb retrotink 
135,['wait'],6050,wait what 
136,"['half', 'assed', 'minecraft']",6076,it’s half assed minecraft
137,"['roblox', 'predates', 'earliest', 'version', 'minecraft', 'five', 'years', 'fundamentally', 'different', 'purpose', 'minecraft']",6083,no not at all roblox predates the earliest version of minecraft by five years and has a fundamentally different purpose than minecraft 
138,"['late', 'abortion', 'simulator', 'irl']",6134,late abortion simulator but irl
139,"['called', 'modded', 'minecraft']",6154,it’s called modded minecraft
140,"['modded', 'terraria']",6158,modded terraria 
141,"['simple', 'antivirus', 'open', 'program', 'hit', 'scan', 'button', 'look', 'windows', 'defender', 'pc', 'assuming', 'windows', 'operating', 'system']",6179,it's very simple if you have an antivirus you just open the program and hit the scan button if you not then look for windows defender on your pc assuming you have a windows operating system 
142,"['please', 'stain', 'reputation', 'ps', 'like']",6235,please don't stain the reputation of ps like that 
143,"['realized', 'profitable']",6253,and now you've realized why it's so profitable 
144,"['omg', 'thought', 'zucks', 'meta', 'verse', 'saw', 'pokemon', 'backpack']",6257,omg i thought this was zucks meta verse but saw the pokémon backpack 💀
145,"['like', 'minecraft']",6495,i too like minecraft
146,"['said', 'profitable']",6524,you said it “most profitable”
147,"['bruh', 'see', 'minecraft', 'graphics', 'profitable', 'game']",6586,bruh have you see minecraft graphics most profitable game 
148,"['profitable', 'development', 'must', 'cheap']",6596,it’s so profitable because the development must be so cheap… 
149,"['minecraft', 'exists', 'hold', 'beer']",6817,minecraft *exists* hold my beer 
150,"['suckered', 'lmao', 'sincerely', 'long', 'burnt', 'fan']",6834,suckered a g a i n lmao sincerely a long burnt fan
151,"['mobile', 'cpu']",6872,it’s on a mobile cpu from 🤓
152,"['bitches', 'stop', 'bitches']",6951,when will you bitches stop being bitches 
153,['minecraft'],6961,is this minecraft
154,"['feel', 'minecraft']",6984,how do you feel about minecraft 
155,"['wow', 'profitable', 'minecraft', 'merch']",7069,wow more profitable than minecraft is that because of merch 
156,"['wait', 'textures', 'fr']",7072,wait are those textures fr 
157,"['convinced', 'never', 'touched', 'ps']",7093,i'm convinced y'all have never touched a ps 
158,"['thats', 'stays', 'profitable']",7129,thats how it stays so profitable
159,['minecraft'],7135,is this minecraft 
160,"['lol', 'profitable']",7220,lol this is why they're profitable
161,"['like', 'everybody', 'forgot', 'minecraft']",7312,and just like that everybody forgot minecraft 
162,"['thought', 'metaverse', 'legs']",7351,i thought this was the metaverse but now with legs
163,['minecraft'],7374,is that minecraft 
164,"['profitable', 'reason']",7515,it's profitable for a reason 
165,"['thought', 'metaverse', 'second', 'lmao']",7536,i thought this was the metaverse for a second lmao
166,"['lmao', 'play', 'buy']",7583,lmao just don’t play buy it
167,"['thought', 'metaverse', 'sec']",7587,thought it was the metaverse for a sec
168,"['fuck', 'though', 'ad', 'smear', 'meta']",7591,fuck me i though this was an ad smear for meta
169,"['think', 'profitable']",7631,why do you think it is the most profitable 
170,['profitable'],7663,that’s why it’s the most profitable 
171,['profitable'],7776,that's why it's the most profitable
172,['minecraft'],7807,minecraft
173,"['wait', 'access', 'metaverse']",7914,wait how did you get access to the metaverse 
174,"['pokemon', 'died', 'moved', 'switch', 'afford', 'one']",7924,pokemon died for me when they moved it to the switch i can’t afford one and then they did this to it 
175,"['fits', 'right', 'meta', 'verse']",7940,fits right into meta's verse
176,"['deja', 'vu']",7965,déjà vu
177,"['dq', 'viii', 'ps', 'looks', 'significantly', 'impressive']",8017,dq viii on ps looks significantly more impressive
178,"['late', 'stage', 'capitalism', 'working', 'intended', 'disregard', 'us', 'mirroring', 'fall', 'rome']",8019,late stage capitalism working as intended disregard the us mirroring the fall of rome to a t 
179,"['naruhodo', 'korewa', 'nintendo', 'shitchu', 'pawa', 'da', 'see', 'power', 'nintendo', 'shitch', 'japanese']",8070,naruhodo korewa nintendo no shitchu no pawa da i see so this is the power of the nintendo shitch but in japanese 
180,['minecraft'],8090,minecraft 
181,"['surprise', 'smartwatch', 'processing', 'power', 'switch']",8117,no surprise my smartwatch has more processing power than the switch…
182,"['wow', 'finally', 'added', 'legs', 'metaverse']",8184,wow they finally added legs to the metaverse
183,"['wait', 'bunch', 'dudes', 'milling', 'around', 'walmart', 'electronics', 'department', 'crack', 'freaking', 'dawn', 'morning']",8258,wait *this* is why a bunch of dudes were milling around a walmart electronics department at the crack of freaking dawn the other morning 
184,"['hahhaah', 'yer', 'right', 'ps', 'game', 'chipped', 'chipped', 'chipped', 'everyone', 'ps']",8314,hahhaah yer right ps game chipped chipped chipped that's why everyone had a ps and 
185,"['least', 'character', 'legs', 'meta']",8391,at least your character has legs *meta*
186,"['crt', 'hide']",8556,and no crt to hide it 
187,"['profitable', 'reason']",8570,it's profitable for a reason
188,"['wait', 'playing', 'kingdom', 'hearts']",8583,wait i was just playing kingdom hearts 
189,"['bruh', 'phase', 'one']",8595,bruh it’s phase one 😭😭
190,['metaverse'],8630,is this the metaverse 
191,['profitable'],8662,that's why it's so profitable
192,"['thought', 'metaverse', 'first', 'lmao']",8747,o thought it was the metaverse at first lmao
193,"['borderlands', 'except']",8892,and all the borderlands except 
194,"['thought', 'screenshot', 'metaverse']",9009,i thought it was a screenshot of the metaverse 💀
195,"['yeah', 'see', 'minecraft', 'getting', 'ha', 'oh', 'wait', 'minecraft', 'community', 'keeps', 'harassing', 'mojang', 'point', 'insanity', 'seriously']",9361,yeah you don’t see minecraft getting the ha oh wait the minecraft community keeps harassing mojang to the point of insanity seriously don’t do that 
196,"['minecraft', 'looks', 'way', 'artstyle']",9363,but minecraft looks that way because of its artstyle
197,['clueless'],9400,clueless
198,"['actually', 'think', 'metaverse', 'profitable']",9593,do you actually think that metaverse is profitable 
199,"['forgot', 'silent', 'hill']",9617,you forgot silent hill 
200,"['better', 'metaverse']",9624,better than the metaverse 
201,"['word', 'profitable', 'would', 'gave', 'away', 'easily']",9670,the word 'profitable' would have gave it away easily 
202,"['joke', 'would', 'metaverse', 'profitable', 'lol']",9671,the only joke there would be the metaverse being profitable lol 
203,"['title', 'says', 'profitable', 'metaverse', 'hemorrhaging', 'millions']",9672,the title says most profitable metaverse is hemorrhaging millions
204,"['obviously', 'operative', 'word', 'profitable', 'giant', 'pit', 'burn', 'cash']",9673,obviously not with the operative word being ‘profitable’ and not ‘giant pit to burn your cash in’
205,"['nah', 'legs']",9677,nah there are legs
206,"['sec', 'thought', 'wait', 'meta', 'profitable', 'looks', 'like', 'pokemon']",9679,same for sec and then thought “wait meta isn’t profitable this looks like pokémon”
207,"['title', 'say', 'profitable', 'meta', 'metaverse']",9680,the title does say most profitable which meta or the metaverse is not
208,"['nah', 'least', 'legs']",9682,nah at least they have legs
209,"['thought', 'minecraft', 'something']",9695,i thought it was minecraft or something
210,"['forget', 'botw']",9703,don't forget botw 
211,"['forget', 'mario', 'rabbids']",9721,don't forget mario+rabbids
212,"['runs', 'doom', 'eternal', 'haha']",9739,it runs doom eternal haha
213,"['bomb', 'harbor']",10024,“bomb the harbor ”
214,"['say', 'go', 'cel', 'shaded', 'like', 'wind', 'waker', 'steer', 'art', 'style', 'toward', 'cartoon']",10325,i say go cel shaded like wind waker but steer the art style toward the cartoon 
215,['fr'],10415,fr
216,"['forget', 'crisis', 'trilogy', 'alien', 'isolation', 'metro']",10441,don't forget the crisis trilogy alien isolation and metro 
217,"['dynamax', 'eas']",10476,that's what dynamax eas
218,"['bruh', 'gen', 'like', 'liked', 'lmao']",10581,bruh gen is like the most liked lmao
219,"['wait', 'way']",10695,wait no way 
220,"['two', 'every', 'decade', 'hyperbolic', 'hell', 'gow', 'witcher', 'bloodborne', 'elden', 'ring', 'tlou', 'spider', 'man', 'red', 'dead', 'redemption', 'disco', 'elysium', 'breath', 'wild', 'mario', 'odyssey', 'nier', 'last', 'ten', 'years', 'go', 'years', 'portal', 'mass', 'effect', 'uncharted', 'arkham', 'asylum', 'like', 'real', 'hell', 'talking', 'lmao']",10831,two every decade that’s hyperbolic as hell gow & the witcher bloodborne elden ring tlou spider man red dead redemption disco elysium breath of the wild mario odyssey nier in the last ten years if you go years you get portal mass effect uncharted arkham asylum… like for real what the hell are you talking about lmao
221,['eternal'],10966,and eternal 
222,"['doom', 'eternal']",10981,and doom eternal 
223,"['forget', 'knack']",11005,how did you forget knack 
224,"['wii', 'overclocked', 'wii', 'touch', 'screen', 'overclocked', 'gamecube', 'motion', 'waggle', 'controls']",11006,the wii u was just an overclocked wii with a touch screen which was just an overclocked gamecube with ~~motion~~ waggle controls 
225,"['show', 'power']",11009,how show me this power
226,"['wait', 'ark', 'switch']",11016,wait what there's ark on switch 
227,"['dodge', 'lightning', 'bolts', 'friend', 'could', 'never', 'one', 'successfully']",11181,dodge those lightning bolts friend i could never get that one successfully
228,"['chris', 'chan', 'sonic', 'boom', 'protests']",11273,and chris chan's sonic boom protests 
229,"['wait', 'treyarch', 'worked', 'cold', 'war', 'vanguard', 'came', 'cold', 'war']",11292,wait what treyarch worked on cold war and vanguard came out after cold war 
230,"['wait', 'couple', 'weeks', 'itching', 'hard', 'whine', 'something']",11304,it’s both just wait a couple weeks or are you itching that hard to whine about something 
231,"['ok', 'good', 'enough', 'power', 'ya']",11345,ok if that’s good enough for you then all power to ya 
232,"['wait', 'ported', 'eternal']",11402,wait they ported eternal too 
233,"['botw', 'mk', 'deluxe']",11403,and botw and mk deluxe
234,"['true', 'wii', 'roughly', 'core', 'cpu', 'ram', 'faster', 'gpu', 'edit', 'developing', 'architecture', 'yes', 'raw', 'power', 'system', 'stronger', 'wii', 'quite', 'bit', 'sure', 'guy', 'going', 'much']",11437,not true at all the wii u was roughly a it had a core cpu in it and more ram faster gpu edit the developing architecture is the same yes but the raw power of the system is stronger than the wii by quite a bit not sure why this guy is going so much about this 
235,"['would', 'megaevolution', 'gigantamax', 'terastalize']",11458,but then how would we have megaevolution gigantamax terastalize 
236,"['anthem', 'avengers', 'good', 'minecraft', 'ffxiv', 'bad', 'gotcha']",11496,so anthem and avengers good minecraft ffxiv bad gotcha
237,"['remember', 'wanting', 'cod', 'rc', 'plane', 'plane', 'forget', 'installment']",11547,i remember wanting the cod rc plane just for the plane i forget which installment it was
238,"['holy', 'shit', 'touch', 'take']",11617,holy shit what an out of touch l take 
239,"['forget', 'charizard']",11657,don’t forget charizard
240,"['feel', 'like', 'calling', 'john', 'carmack', 'legit', 'programmer', 'selling', 'bit', 'short', 'haha']",11759,i feel like calling john carmack ‘a legit programmer’ is selling him just a bit short haha
