,top words,ID,Text
141,"['know', 'supposed', 'joke', 'scumbag']",3048,i don't know if that's supposed to be a joke but if it isn't then you're a scumbag 
142,"['fair', 'enough']",3053,fair enough
143,"['yikes', 'kind', 'shitty', 'judgmental', 'person', 'huh', 'super', 'narrow', 'worldview', 'legitimately', 'pity', 'money', 'crotch', 'goblin', 'doesnt', 'make', 'wise', 'intelligent', 'anyone', 'else', 'entitled', 'twat', 'grow', 'fucked']",3066,yikes you're just kind of a shitty judgmental person huh you have a super narrow worldview i legitimately pity you having money and a crotch goblin doesnt make you wise or more intelligent than anyone else you entitled twat grow up and get fucked 
144,['gocommitdie'],3085,r gocommitdie
145,['lmao'],3087,lmao
146,['epic'],3090,epic
147,"['vr', 'kanojo']",3094,vr kanojo
148,['ok'],3097,ok 
149,"['beef', 'chicken']",3103,beef or chicken 
150,['million'],3125,about million
151,"['roblox', 'mistake']",3134,roblox was a mistake 
152,['gocommitdie'],3136,r gocommitdie
153,[],3142, 
154,['exactly'],3146,exactly
155,"['shout', 'guy', 'back', 'looking', 'camera', 'smiling']",3156,shout out the guy in the back between them looking into the camera and smiling
156,"['fuckin', 'wholesome']",3165,that's fuckin' wholesome
157,"['appriciate', 'guy', 'back']",3188,can we just appriciate the guy in the back 
158,"['minecraft', 'roblox']",3212,minecraft 👍 roblox 👎
159,"['darby', 'allin']",3214,and darby allin 
160,"['kota', 'right']",3217,kota on the right 
161,[],3218,¯\\_ ツ _ ¯
162,"['joke', 'things', 'freak']",3244,no joke those things freak me out 
163,[],3278,no
164,"['club', 'penguin']",3305,and club penguin 
165,"['microsoft', 'like']",3325,microsoft was like that 
166,[],3334,what 
167,[],3343, +
168,"['alternative', 'minecraft', 'would', 'valheim', 'viking', 'theme', 'fair', 'bit', 'harder']",3374,an alternative to minecraft would be valheim viking theme a fair bit harder 
169,['haha'],3375,haha no 
170,"['toxic', 'ass', 'communities', 'roblox', 'also', 'moderated', 'pedos', 'brain', 'dead', 'mfers', 'years']",3401,toxic ass communities roblox has also been moderated by pedos and other brain dead mfers for years 
171,['okay'],3424,okay
172,[],3444,and [this] 
173,['xd'],3448,xd
174,"['fucken', 'lookin', 'headass']",3451,fucken lookin headass
175,[],3464,no 
176,"['nope', 'one']",3465,nope not a one 
177,[],3554,when 
178,['fortnite'],3574,fortnite 
179,"['okay', 'like']",3582,is it okay to do what you like 
180,[],3594,no
181,[],3608,🧢
182,[],3622,how ironically…childish 
183,['bro'],3684,bro this is so
184,[],3687,f
185,['yeah'],3689,yeah same
186,[],3694,why is that 
187,"['roblox', 'year', 'olds']",3700,roblox is for year olds 
188,"['everyone', 'think', 'lying']",3708,now everyone will think i'm lying 
189,['yes'],3712,yes
190,[],3715,no
191,['yes'],3716,yes 
192,['gatekeeping'],3724,r gatekeeping
193,"['fair', 'enough']",3742,fair enough 
194,"['doom', 'roblox']",3749,doom on roblox 
195,"['mouse', 'mouse']",3767,mouse is mouse
196,"['roblox', 'studio', 'european', 'forest']",3780, roblox studio european forest 
197,[],3781,r o b l o x 
198,"['holy', 'shit']",3784,holy shit
199,['exactly'],3786,exactly 
200,['yesn'],3826,yesn't
201,['yesn'],3827,yesn't
202,[],3843,why
203,[],3848,how 
204,[],3858,what did they do after 
205,[],3877,
206,[],3904, 
207,"['bethesda', 'roblox']",3910,bethesda or roblox 
208,[],3918,hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm🤔
209,[],3919, 
210,[],3920,does now
211,['ok'],3934,ok
212,"['yes', 'jerry', 'real']",3938,yes jerry for real
213,"['aaaah', 'shiet']",3939,aaaah shiet
214,"['roblox', 'roblox', 'ps', 'xbox']",3953,roblox can you get roblox on ps or xbox 
215,['article'],3965,article 
216,"['roblox', 'fall', 'guys', 'view', 'poll']",3969,roblox or fall guys my🦾friend👹here⛓justin💦he’s✅already🔥taken🤯and🥶he’s🧱cracked🧐at🌈fortnite🔈my😎guy🤖uhhhhhhhhh😩 [view poll] 
217,"['sorry', 'like', 'roblox', 'cause', 'dont', 'fall', 'guys']",3971,sorry but i like roblox more cause i dont have fall guys
218,[],3982,why just why 
219,"['definitely', 'forcing', 'back', 'laugh']",4152,same but i'd definitely be forcing back a laugh too 
220,['lmao'],4163,lmao
221,[],4178,k
222,"['oh', 'boy']",4206,oh boy 
223,['xbox'],4219,xbox 
224,"['think', 'thats', 'roblox']",4239,i don`t think thats roblox 
225,"['oh', 'right']",4243,oh so right you are
226,['neither'],4250,neither
227,['like'],4254,i like both why not both
228,"['lego', 'series']",4270,the lego series
229,"['lego', 'series', 'batman', 'marvel', 'starwars', 'etc']",4274,the lego series batman marvel starwars etc 
230,"['legend', 'zelda', 'tbh']",4285,legend of zelda tbh 
231,['fortnite'],4341,fortnite 
232,['yes'],4365,yes and no 
233,[],4369,😂😂
234,[],4381,no
235,['ok'],4395,ok 
236,"['hur', 'rah']",4396,hur rah 
237,"['roblox', 'meme', 'credits', 'zohair']",4399,roblox meme [credits zohair q] 
238,"['got', 'half', 'mind', 'draw', 'insulting', 'pollitical', 'comic', 'bet', 'sheikh', 'dr', 'hamad', 'saif', 'al', 'shamsi', 'would', 'use', 'leverage', 'deportation', 'one', 'take', 'insult', 'without', 'doubling', 'fake', 'anguish', 'pity', 'uae', 'one', 'step', 'forward', 'telling', 'many', 'steps', 'back']",4406,i've got half a mind to draw a *very insulting* pollitical comic about it but i'd bet the sheikh and dr hamad saif al shamsi would use it as leverage for deportation no one here can take an insult without doubling over in fake anguish for some pity *the uae \ one step forward no telling how many steps back*
239,[],4408,why 
240,"['wtf', 'roblox']",4424,wtf is roblox
241,"['else', 'lawsuits', 'copyright', 'infringement', 'games', 'lol', 'thats']",4429,where else are the lawsuits for copyright infringement with their games lol thats all there is
242,"['mr', 'krabs']",4431,mr krabs 
243,[],4440,no
244,['yes'],4444,yes
245,['yes'],4445,yes
246,['yes'],4446,yes
247,['yes'],4447,yes
248,['yes'],4448,yes
249,['yes'],4449,yes
250,['yes'],4450,yes
251,['yes'],4451,yes
252,['yes'],4452,yes
253,"['alien', 'renewal', 'roblox', 'epic', 'guy', 'made']",4456, be an alien renewal roblox this epic guy that made 
254,"['idk', 'fall', 'toxic', 'grinding', 'category', 'personally', 'think', 'recommend', 'stardew', 'valley', 'terraria', 'raft', 'grounded', 'forest', 'ok', 'ok', 'joking', 'forest', 'one', 'give', 'kid', 'nightmares']",4460,idk if they fall into toxic grinding category for you but i personally don't think so but i'd recommend stardew valley terraria raft grounded and the forest ok ok i am joking about the forest this one will give the kid nightmares 
255,['mario'],4466,mario
256,['yeah'],4479,yeah
257,['ok'],4491,ok and
258,"['cancer', 'ensues']",4504,and the cancer ensues
259,['yes'],4522,yes
260,"['miners', 'plus', 'inwnm', 'siiick']",4528,is that miners haven plus by inwnm siiick 
261,['boblox'],4543,boblox
262,"['yeah', 'butmy', 'outrage']",4561,yeah but…my outrage…
263,[],4571,who won
264,['ok'],4573,ok
265,"['plague', 'cholera']",4587,plague or cholera 🤔🤔
266,[],4590,this
267,['right'],4593,this right here
268,[],4596,no
269,[],4599,no
270,[],4602,no
271,"['guys', 'mr', 'krabs']",4625,guys it's mr krabs
272,[],4630,no 
273,"['oooh', 'topical']",4646,oooh topical 
274,[],4656,did it not 
275,[],4659,no
276,['joking'],4662,are u joking
277,"['roblox', 'raise', 'floppa']",4666,what do i do when i get here [roblox raise a floppa] 
278,[],4675,r robloxwinningsmile
279,['yes'],4679,yes 
280,['sekiro'],4696,sekiro 
281,"['oh', 'thats', 'chinese', 'japanese']",4697,oh so thats chinese not japanese 
282,"['thats', 'fair', 'children', 'developers', 'players']",4706,thats fair it's more about children developers not the players
283,[],4722,what about 
284,[],4732,what 
285,"['aimed', 'like', 'year', 'olds']",4756,isn't it aimed at like year olds 
286,['exactly'],4766,exactly
287,[],4788,u s 
288,['fortnite'],4792,is that fortnite 
289,"['roblox', 'aaaaaaa']",4794,it’s not roblox aaaaaaa
290,[],4802,are u then or 
291,['nah'],4804,nah i just do 
292,['iamveryedgy'],4807,r iamveryedgy
293,['yeah'],4808,yeah no
294,"['thats', 'valid', 'point']",4812,thats a valid point
295,"['gonna', 'looking', 'army', 'guys']",4815,[they're gonna be looking for army guys ] 
296,"['exactly', 'stopped', 'buying', 'cod', 'loved', 'took', 'seriously', 'shit', 'joke']",4824,this is exactly why i stopped buying cod i loved it when it took itself seriously but this shit is a joke
297,"['think', 'guy', 'suggested', 'remake', 'mw', 'laughed', 'uncontrollably', 'troll', 'suggestion', 'approved', 'encouraged']",4911,do you think the guy that suggested a remake of mw laughed uncontrollably as his troll suggestion was not only approved encouraged this is just 
298,"['fuckin', 'clowns']",4916,fuckin clowns
299,[],4918,😂
300,"['meme', 'culture', 'ruined', 'shooters']",4923,meme culture ruined shooters
301,['boppo'],4942,boppo 😂
302,"['like', 'sexy', 'ronald', 'mcdonald']",4975,like a sexy ronald mcdonald
303,['burn'],4988,burn 🔥
304,"['forza', 'forza', 'horizons', 'reskin', 'reskin']",5012,forza does this forza horizons it’s been reskin after reskin
305,"['robert', 'bowling']",5029,robert bowling 
306,['clown'],5041,clown
307,[],5042,is it again 
308,[],5046,👀
309,['yes'],5086,yes
310,"['idk', 'whats', 'worse', 'blind', 'loyalty', 'cod', 'madden', 'ven', 'diagram', 'groups', 'might', 'circle']",5096,idk whats worse the blind loyalty to cod or madden ven diagram of these groups might be a circle 
311,"['mechwarrior', 'real', 'step', 'mechwarrior', 'tbh']",5109,mechwarrior was a real step up from mechwarrior tbh
312,"['guys', 'life']",5123,you guys have life
313,[],5129,😭😭
314,"['burpy', 'clown']",5134,burpy the clown 
315,[],5156,当前网段当日额度已消耗完
316,"['halo', 'infinite', 'try']",5206,halo infinite try it
317,['xdefiant'],5208,xdefiant 
318,"['dmz', 'gamemode', 'hunt', 'showdown']",5275,is dmz the gamemode that's just hunt showdown 
319,"['salt', 'lord']",5284,salt lord challenge…completed
320,[],5287, 👶
321,[],5309,no…
322,['yes'],5343,yes 
323,[],5351,f
324,[],5352,f
325,[],5353,s
326,['exactly'],5375,exactly
327,"['mind', 'another', 'idiot']",5461,don't mind him just another idiot 
328,[],5552,no 
329,[],5590,🤣🤣🤣
330,['exactly'],5686,exactly
331,['fair'],5691,no that's not fair 
332,['naw'],5752,naw 
333,"['insulted', 'funko', 'pops', 'dipshit', 'understand', 'think', 'even', 'remotely', 'close', 'insulting', 'funny', 'well']",5759,you insulted funko pops dipshit didn't understand how you think you're even remotely close to insulting me now that's funny as well 
334,['yikes'],5782,yikes 💀
335,[],5785, 
336,[],5847,do u
337,[],5865,you're *
338,[],5867,you*
339,[],5883,you\*
340,"['se', 'gaaa']",5971,*se gaaa*
341,[],5979, why 
342,['yes'],6048,yes
343,"['trade', 'user', 'xxxsup', 'rs', 'xxx']",6052,trade me my user is xxxsup rs v g xxx
344,[],6066,i'm not 
345,[],6090,no 
346,['ok'],6109,ok
347,['ok'],6110,ok
348,['fortnite'],6112,fortnite
349,"['enjoyed', 'human', 'fall', 'flat', 'maybe']",6113,i enjoyed human fall flat so maybe 
350,"['idk', 'ok']",6116,idk what that is but ok
351,[],6118,f o r t n i t e
352,['yes'],6137,yes
353,[],6138,what
354,[],6141, 
355,['yes'],6145,yes 
356,[],6148,
357,"['friend', 'roblox']",6150,friend ticklemycoconuts on roblox 
358,"['would', 'anyone']",6155,why would anyone do that 
359,['lmao'],6161,lmao
360,[],6163,🤦‍♂️🤮
361,[],6164,😉👍
362,"['roblox', 'fortnite']",6165,roblox fortnite 
363,[],6177,i 
364,[],6182,no
365,"['fall', 'guys', 'roblox', 'dropblox']",6183,fall guys on roblox dropblox 
366,[],6184,k
367,[],6185,and 
368,"['gotta', 'stop', 'disrespecting', 'ps']",6200,y’all gotta stop disrespecting the ps 
369,"['yikes', 'thats', 'sad', 'point']",6211,yikes thats just sad at this point 
370,"['insulting', 'ps']",6261,this is insulting to the ps 
371,"['insult', 'ps']",6284,don't insult the ps 
372,"['insult', 'ps']",6300,don’t insult ps 
373,"['insulting', 'ps', 'lol']",6313,this is insulting to ps lol
374,[],6377,what is this 
375,"['like', 'ps']",6418,more like ps 
376,['ps'],6419,ps 
377,['yikes'],6480,yikes
378,['like'],6500,i like it
379,"['little', 'harsh', 'ps']",6569,that's a little harsh on the ps 
380,"['dare', 'insult', 'ps', 'like', 'haha']",6573,how dare you insult the ps like that haha
381,"['yikes', 'wazowski', 'looks', 'dirt', 'cheap']",6602,yikes wazowski that looks dirt cheap
382,"['ps', 'game']",6655,ps game 
383,"['thats', 'profitable', 'franchise', 'thats']",6702,thats because its the most profitable franchise thats why get it now 
384,"['hey', 'thats', 'disrespectful', 'ps']",6707,hey thats disrespectful to the ps 
385,"['dare', 'say', 'thats', 'offensive', 'ps', 'games']",6714,how dare you say that thats offensive to ps games 
386,[],6723,😬
387,"['nintendo', 'seal', 'quantity']",6754,nintendo seal of quantity 
388,"['oh', 'god', 'stop', 'complaining', 'every', 'single', 'thing', 'thats', 'sub']",6802,oh my god stop complaining about every single thing thats all this sub does
389,"['bought', 'fucking', 'asshole']",6943,you bought it you fucking asshole
390,[],7045,you'll get over it
391,"['ps', 'dirty', 'like']",7092,don't do the ps dirty like that 
392,"['stopped', 'liking', 'pokemon', 'games', 'sun', 'moon', 'meh']",7094,i stopped liking pokémon games after sun and moon they’re so meh now 
393,[],7121,what is this 
394,"['thats', 'ruin', 'name', 'ps']",7161,thats a don't ruin the name of the ps 
395,[],7261,🤓
396,"['gonna', 'lie', 'thought', 'metaverse']",7276,not gonna lie i thought this was the metaverse
397,"['stop', 'buying', 'stop', 'buying', 'madden', 'stop']",7280,stop buying it stop buying madden stop 
398,"['boo', 'hoo']",7289,boo hoo 
399,['fortnite'],7292,fortnite
400,"['yet', 'idiots', 'still', 'buy', 'sooooo']",7295,and yet idiots still buy it sooooo
401,[],7307,what 😭😭
402,"['well', 'stop', 'buying', 'ya', 'dumb', 'turds']",7352,well stop buying it ya dumb turds
403,"['hey', 'hey', 'hey', 'disrespect', 'ps', 'like']",7356,hey hey hey don’t disrespect the ps like that
404,['ps'],7400,ps 
405,"['thought', 'metaverse']",7442,i thought this was the metaverse
406,"['jokes', 'know', 'incredibly', 'profitable', 'ps']",7464,jokes on you do you know how incredibly profitable the ps was 
407,['dejavu'],7466,dejavu 
408,"['guy', 'make', 'mod', 'emerald']",7506,what did some guy make a d mod for emerald 😟
409,"['fair', 'running', 'soc', 'powered', 'zune']",7517,to be fair it's running on the same soc that powered the zune 
410,"['designation', 'based', 'wikipedia', 'article', 'lie']",7523,that designation is based on a wikipedia article it is a lie
411,"['insulting', 'ps', 'games']",7549,that's insulting to ps games
412,"['wtf', 'disrespect', 'ps', 'boy']",7561,wtf is this disrespect on ps boy _ 
413,"['insult', 'games', 'like', 'ffx']",7575,that's an insult to games like ffx
414,"['said', 'key', 'word', 'profit', 'guy']",7598,you said the key word profit my guy
415,[],7603,k
416,[],7604,r screenshotsarehard
417,[],7642, d 
418,"['ahem', 'minecraft']",7644,ahem minecraft
419,"['insult', 'ps', 'fucking', 'disrespect', 'ratchet', 'clank', 'sly', 'cooper', 'jak', 'daxter', 'tony', 'hawk', 'burnout', 'kingdom', 'hearts', 'god', 'war', 'battlefront', 'like']",7736,that's an insult to the ps don't you fucking disrespect ratchet and clank sly cooper jak and daxter tony hawk burnout kingdom hearts god of war and battlefront like that 
420,['bt'],7788,bt 
421,"['like', 'ps']",7800,i like ps 
422,"['ps', 'fkn', 'bomb', 'though', 'ngl']",7805,ps was fkn bomb though ngl
423,[],7811,☠️
424,[],7816,what is that 
425,"['come', 'offensive', 'ps', 'games']",7828,come on now that's offensive to ps games
426,"['stop', 'forking', 'money', 'bullshit', 'en', 'masse']",7835,stop forking over money for that bullshit en masse then 
427,"['whys', 'bad']",7852,whys it so bad 
428,"['fell', 'bought', 'idiot']",7862,and you fell for it when you bought it idiot 
429,"['stop', 'buying', 'might', 'improve']",7919,stop buying them then and they might improve
430,[],7934,what is that 
431,"['becase', 'neintendo', 'snitch', 'outdated', 'technology', 'equivalent', 'ps']",7939,that's becase the neintendo snitch is outdated technology equivalent to the ps 
432,"['insult', 'ps']",7941,that's an insult to the ps 
433,"['problem', 'weeb']",8001,the problem is you’re not a weeb 
434,['xbox'],8004, xbox
435,"['next', 'gen']",8024,next gen…
436,['whats'],8029,whats this 
437,"['fair', 'aimed', 'children']",8043,to be fair it *is* aimed at children 
438,"['like', 'ps']",8058,more like ps 
439,"['yo', 'insult', 'ps']",8071,yo don't insult ps 
440,"['gta', 'profitable', 'ip', 'human', 'history', 'thought']",8100,gta is the most profitable ip in human history i thought 
441,[],8110,what is this 
442,[],8144,what is it 
443,['ps'],8154,ps 
444,['yeesh'],8160,yeesh
445,"['stop', 'buying', 'dumbfuck']",8165,so stop buying it you dumbfuck
446,"['thats', 'world', 'warcraft', 'profitable', 'game']",8177,thats not world of warcraft the most profitable game
447,['ps'],8180,ps 
448,"['wait', 'guy', 'sees', 'mincraft']",8188,wait until this guy sees mincraft
449,['horseshit'],8196,what's this horseshit 
450,"['shame', 'waste', 'ip']",8253,it's a shame and such a waste that this is all they do with the ip 
451,"['vote', 'wallet', 'stop', 'buying', 'trash']",8259,vote with your wallet stop buying trash 
452,"['god', 'war', 'ps', 'game', 'pathetic']",8264,god of war a ps game pathetic
453,['like'],8344,more like n 
454,"['hogwarts', 'ps']",8376,is this hogwarts from ps 
455,[],8387,💀
456,"['idc', 'arriba', 'espana']",8394,idc ¡¡arriba españa 
457,[],8423,what is it 
458,[],8443,r screenshotsarehard
459,[],8449,*n 
460,"['laughs', 'xenoblade']",8457,*laughs in xenoblade *
461,"['like', 'ps', 'games']",8476,i like ps games 
462,[],8511,🤣
463,"['brain', 'dead', 'buy', 'anyway', 'would', 'improve', 'upon']",8516,you brain dead buy it anyway why would they improve upon it 
464,"['aaa', 'gaming', 'joke']",8524,aaa gaming is a joke
465,"['vote', 'wallet']",8561,*vote with your wallet*
466,['gta'],8599,this is gta 
467,['fucking'],8600,l o fucking l
468,"['stop', 'insulting', 'ps', 'bro']",8649,stop insulting ps bro
469,[],8672,💀
470,"['like', 'ps']",8690,more like ps 
471,['ps'],8695,ps \*
472,"['ok', 'stop', 'buying', 'en', 'mass', 'copies', 'time']",8702,ok stop buying them en mass both copies at a time then
473,['ps'],8721,ps \*
474,['lmfaoo'],8737,lmfaoo
475,['ps'],8759,ps 
476,"['miss', 'ps', 'tho']",8781,i miss the ps tho…
477,"['guys', 'say', 'plainly', 'give', 'shit', 'us']",8804,you guys just don’t get it so i’ll say it plainly again they don’t give a shit about us
478,"['bloody', 'hell', 'thought', 'joke', 'metaverse']",8810,bloody hell i thought it was a joke about the metaverse 😂
479,['yes'],8813,yes
480,['smt'],8841,or smt v
481,"['monster', 'hunter']",8894,and monster hunter 
482,"['stop', 'buying', 'nerds']",8985,stop buying it nerds
483,"['seriously', 'comparison', 'shit', 'ps', 'great']",9023,seriously this comparison is shit ps is great 
